,full_text,sentiment,insight
225,Yes it is If you understood context You are no better Id even argue you are worse Do you agree that Israel should use military against Palestine ,Positive,war
226,Free palestine 🇵🇸 StopGazaGenocide StopbloodshedinGaza,Positive,supportPalestine
227,There is no difference what do you think the nationality of Hamas people Arent they Palestine citizens ,Negative,selfdefend
228,Hamas(Palestine has the right to defend itself)🇵🇸 ,Neutral,selfdefend
229,Hollywood actor JasonStatham challenges the police and installs the Palestinian 🇵🇸 flag on his car Gaza Hamas GazaGenocide Palestine كتائبالقسام اعصارتيج اعتذاراسرائيل غزةتستغيث مستشفىالقدس ,Positive,war
230,The year is 3045 and palestine is still the victim,Negative,israel_crime
231,BREAKING | Israel |Palestine | Falasteen | Lebanon | Hezbollah | | لبنان | فلسطين Channel 12: Two anti tank missiles and at least 10 mortar shells were fired from southern Lebanon,Negative,conflict
232,ask her why jordan formerly transjordan and geographically comprised of 75% of what was british palestine shouldnt be renamed the kingdom of palestine,Neutral,wonder
233,Just listen to this How oppressed people took refuge in Palestine a country and state when there was No Israel ,Negative,wonder
234,Become humans and respect innocent lives of Palestenians You have occupied them for 75 years and dont they have the right to put up dome resistance Free Palestine ,Positive,sadly
235,how could you not be The lack of enforcement of immigration policies now for decades has created Syria in Minnesota NYC now having massive pro palestine and anti seminitic rallies after Israels 9/11 and worse invasion of the southern border WTH WH ,Negative,wonder
236,The media also involved crime in Palestine GazaGenocide ,Negative,israel_crime
237,Whites are so weak The rest of us already get death threats every day Its gonna take a lot more than a smear campaign to take us down Free Palestine goddamnit,Negative,supportPalestine
238,In your wet dreams Palestine never was Never will be,Positive,conflict
239,Here we go again Please tell the DOD official to come forward with those fingerprints Stop beating the war drums and tell Palestine to get rid of Hamas or face ongoing rocket launches at suspected Hamas activity Oh well They chose to be led by terrorists and the majority,Negative,peace
240,🇵🇸Palestinians have the right to defend themselves from ApartheidIsrael and occupation Stop GazaGenocide I stand for Palestine Palestine will be free Prays for Palestinians They will get victory one day In Sha Allah IsraelTerorrist FreePalestine,Positive,peace
241,israHell more harmful than all of them combined,Neutral,against_israel
242,Its like an AD what to buy lmao Fk palestine lmao,Positive,wonder
243,That is true i forgot the E Thank you Palestine Instead of stealing land you should do some nft so you can abuy them instead of stealing ,Negative,government_war
244,■ En raison de la difficulté dobtenir du pain les familles de Gaza sont obligées de faire du pain eux mêmes Palestine ,Negative,suffering
245,well i would hope so ,Positive,peace
246,Israel killing more than 5000 civilians from palestine still has the audacity to talk about others terrorism GazaGenocide,Negative,war
247,Sirajul Haq announces protest march in front of the USEmbassy in Islamabad on Sunday Hamas Palestine Gaza Israel PalestineUnderAttack ,Negative,selfdefend
248,Jangan cuba cabar kami Jangan cuba ugut kami Israhell WE WITH PALESTINE YESTERDAY TODAY AND TOMORROW INSHALLAH ,Neutral,supportPalestine
249,People all over the TikTok are starting to discover and read the Kuran most of them non Muslims The Islamophobia and anti Muslim propaganda seem have the opposite effect on people most of them young people palestine GazaGenocide islam muslims ,Negative,sadly
250,STOP THE GENOCIDE FREE PALESTINE IsraelCuak ,Positive,peace
251,You are an absolute disgrace of an MP The British gave the land of Palestine over which we had a mandate away to Rothschild through Balfour declaration If anyone arent friends of the Palestinians look no further than WM itself,Negative,suffering
252,THANK YOU None of this is in a vacuum its years of oppression Its broken treaties after broken treaties that Israel says Palestine did falsely,Negative,conflict
253,People who label others pro Israel or pro Palestine dont get it You cant pick one side How can you gun down people or how can you blockade a people Israel/Palestine were not always like this It is about thinking &amp understanding Thats why Diplomacy is first line of defence ,Negative,war
254,I need authors to serious and say that theyre wearing Dior sauvage or something bc every girl knows what that smells like,Positive,wonder
255,Ya Allah please protect the people of Palestine and give them strength,Positive,religionFight
256,Does Palestine have an army David ,Neutral,war
257,Free Palestine 🇵🇸 now,Positive,supportPalestine
258,Et sinon vous faite quoi pour la Palestine En même temps vous pouvez rien faire Israël vous one 1 en cas de guerre haha 80 pour cent de ta nourriture viens de létranger vu que vous êtes incapable de vous nourrir seule haha,Positive,conflict
259,Saw a video of someone explaining that Palestine was never a country and it just a part of Britain land that the British were kind enough to give away Zionists have reached a new level of delusion They are literally trying to rewrite history,Positive,historyTalk
260,It blows my mind that everyone in this country thinks that protestors chanting this at college campuses the past couple weeks means that they are supporting terrorism and want Israelis to be non existent So many ignorant people They are literally showing support for Palestine,Negative,supportPalestine
261,Even if it was dedicated to Hamas would that have been bad Theyre the only fighters Palestine has they have the right to declare their war of independence How are you buying into the western propaganda that fighting back against a 75 years old occupation is terrorism ,Negative,war
262,Palestine ,Neutral,conflict
263,Palestine never existed ,Neutral,conflict
264,Seriously Its the sub human hamas of Palestine of course who are releasing these people and that alone makes them even more evil and beastly WERE LIVING IN A CRAZY WORLD ,Negative,against_israel
265,I stand with Palestine,Neutral,supportPalestine
266,Garantir la fourniture dune aide humanitaire aux civils en Palestine et en Israël Signez la pétition via ,Neutral,conflict
267,I guess you dont know Palestine &amp Iran are 2 different countries not all Muslim countries practice Islam the same…maybe you should educate yourself a bit before making ignorant statements,Negative,religionFight
268,I thought you gorks were for Palestine Didnt get the memo ,Neutral,conflict
269,What even Yeh hypocrisy waka word mne use kia tha Have some sense R baji plz mje faltu arguments m prne ka koi shoq ni 2 shows being compared r not even similar Tata Bye bye,Negative,wonder
270,Im actually pleasantly surprised that you havent pushed for the western narrative on the Palestine situation I disagree with many of your posts but youre a genuine person who doesnt lie to himself,Positive,supportPalestine
271,Oh wow you had a secret microphone in there Man cmon speak some sense At this point youll say anything Hamas is wrong and thats that But Palestine isnt Hamas and theyre the ones suffering right now not Hamas not Israel but innocent civilians of Palestine,Negative,sadly
272,Hi bbcphobe Israel is a government it is a regime Toppling it and having a different government that treats all people equally isnt hating anyone Call it israel palestine or whatever you want It shouldnt be a one religion/ race / color country by policy Thats why many…,Positive,israel_lies
273,Free Palestine 🇵🇸,Positive,supportPalestine
274,vue ce quil font subir à la Palestine ils méritaient tous dêtre anéantis par le Big H,Neutral,conflict
275,Free Palestine Israel will be freed at the same time,Positive,supportPalestine
276,ALLAH sehat de Ameen,Neutral,religionFight
277,Yeah in this context it is What does supporting Palestine even mean ,Positive,wonder
278,Yine ne varsa Devlet Bahçelide var Adam her olayda net tavrını ortaya koyup net pozisyon alıyor Harbiden Devlet gibi adamsın Allah senden razı olsun Devlet Bey,Neutral,religionFight
